[55, 48, 2, 13, 34, 42]
[50, 22, 18, 36, 43, 57]
[13, 26, 34, 2, 36, 29]
[40, 47, 24, 31, 29, 18]
[36, 1, 14, 5, 56, 40]
[28, 19, 39, 8, 48, 20]
[30, 2, 23, 49, 27, 19]
[58, 16, 47, 5, 51, 49]
[27, 56, 41, 8, 29, 47]
[19, 17, 39, 43, 36, 31]
[47, 15, 28, 12, 41, 50]
[11, 17, 36, 16, 30, 6]
[24, 50, 37, 6, 46, 45]
[2, 43, 22, 26, 4, 55]
[52, 19, 16, 31, 14, 10]
[26, 43, 56, 50, 33, 21]
[54, 18, 21, 8, 47, 41]
[19, 45, 13, 30, 26, 49]
[15, 1, 21, 51, 39, 32]
[22, 46, 26, 16, 36, 52]
[2, 40, 12, 48, 1, 24]
[27, 35, 26, 7, 34, 42]
[19, 2, 34, 49, 24, 1]
[56, 18, 45, 31, 42, 49]
[19, 20, 46, 18, 31, 10]
[37, 19, 26, 41, 53, 28]
[25, 17, 49, 10, 57, 3]
[35, 44, 8, 29, 3, 54]
[5, 52, 48, 26, 51, 58]
[10, 23, 4, 16, 41, 15]
[21, 49, 45, 55, 58, 29]
[49, 29, 25, 21, 11, 2]
[20, 30, 54, 43, 3, 41]
[4, 22, 5, 33, 43, 25]
[32, 51, 19, 35, 50, 55]
[29, 23, 17, 57, 54, 33]
[41, 15, 9, 58, 3, 35]
[47, 20, 26, 37, 2, 17]
[40, 53, 2, 6, 12, 27]
[4, 13, 1, 28, 23, 3]
[33, 43, 22, 45, 12, 51]
[40, 9, 31, 27, 28, 19]
[11, 36, 31, 41, 46, 33]
[21, 30, 32, 35, 36, 10]
[5, 24, 32, 56, 12, 25]
[20, 50, 24, 14, 42, 5]
[41, 24, 2, 6, 36, 17]
[34, 31, 37, 29, 45, 3]
[26, 37, 52, 20, 39, 53]
[44, 40, 53, 57, 24, 30]
[58, 3, 25, 35, 40, 57]
[41, 12, 8, 21, 49, 2]
[10, 21, 24, 25, 33, 44]
[51, 58, 8, 21, 26, 28]
[43, 13, 17, 52, 40, 57]
[51, 53, 14, 23, 52, 19]
[52, 13, 32, 9, 40, 17]
[4, 2, 12, 30, 29, 57]
[57, 3, 1, 32, 5, 10]
[51, 24, 46, 6, 31, 34]
[17, 38, 45, 1, 51, 15]
[47, 28, 21, 20, 44, 50]
[7, 12, 38, 30, 19, 39]
[55, 35, 43, 21, 16, 27]
[49, 24, 34, 39, 41, 36]
[53, 29, 51, 50, 33, 24]
[28, 11, 24, 52, 47, 18]
[7, 41, 2, 47, 11, 1]
[28, 35, 51, 23, 18, 33]
[46, 13, 49, 37, 45, 32]
[39, 11, 53, 28, 15, 36]
[34, 41, 53, 58, 38, 48]
[31, 51, 2, 37, 47, 16]
[31, 29, 11, 38, 27, 1]
[58, 4, 24, 56, 22, 54]
[13, 6, 7, 8, 35, 38]
[27, 25, 40, 31, 52, 7]
[19, 25, 8, 46, 20, 7]
[21, 38, 28, 13, 6, 54]
[42, 33, 2, 48, 31, 54]
[47, 26, 2, 10, 17, 8]
[2, 58, 50, 20, 35, 1]
[15, 5, 29, 24, 47, 57]
[32, 52, 1, 15, 51, 36]
[6, 33, 16, 12, 58, 18]
[45, 37, 40, 50, 35, 57]
[19, 12, 2, 55, 20, 41]
[25, 41, 21, 8, 56, 45]
[4, 16, 49, 14, 58, 34]
[24, 33, 57, 5, 49, 22]
[48, 8, 46, 22, 35, 45]
[3, 46, 57, 22, 23, 48]
[6, 10, 26, 4, 33, 43]
[28, 20, 3, 44, 33, 31]
[5, 38, 24, 21, 20, 29]
[37, 21, 45, 56, 38, 12]
[31, 5, 32, 45, 34, 54]
[15, 58, 4, 21, 56, 31]
[16, 45, 7, 19, 52, 47]
[45, 26, 32, 39, 9, 1]
[46, 31, 44, 32, 21, 4]
[55, 10, 25, 47, 17, 33]
[29, 30, 57, 5, 6, 2]
[13, 39, 3, 35, 8, 11]
[6, 40, 8, 16, 31, 23]
[10, 19, 50, 31, 11, 27]
[7, 24, 35, 37, 34, 3]
[50, 44, 12, 10, 39, 3]
[19, 43, 33, 44, 25, 30]
[37, 57, 4, 54, 20, 25]
[32, 12, 19, 6, 11, 25]
[20, 39, 22, 23, 3, 56]
[15, 21, 54, 19, 58, 26]
[40, 46, 53, 41, 13, 44]
[13, 43, 18, 34, 11, 29]
[48, 43, 27, 41, 28, 55]
[2, 34, 20, 6, 8, 54]
[37, 33, 7, 56, 26, 14]
[41, 21, 53, 24, 14, 33]
[21, 51, 32, 3, 38, 4]
[32, 13, 39, 22, 48, 25]
[36, 56, 10, 49, 24, 15]
[39, 11, 51, 9, 52, 43]
[32, 18, 53, 14, 6, 47]
[28, 41, 36, 25, 19, 40]
[51, 30, 29, 52, 2, 15]
[38, 17, 4, 18, 49, 43]
[39, 33, 43, 35, 41, 23]
[33, 8, 28, 46, 5, 50]
[34, 27, 1, 19, 55, 38]
[14, 55, 8, 2, 24, 37]
[33, 1, 37, 20, 25, 52]
[36, 34, 41, 22, 16, 17]
[24, 40, 8, 12, 50, 54]
[10, 35, 55, 17, 37, 51]
[44, 29, 20, 45, 4, 11]
[13, 50, 33, 57, 45, 36]
[48, 13, 25, 41, 16, 1]
[33, 53, 27, 38, 21, 34]
[35, 31, 19, 18, 14, 1]
[53, 15, 38, 56, 8, 37]
[10, 58, 48, 46, 29, 43]
[31, 19, 48, 40, 38, 6]
[40, 38, 16, 55, 4, 26]
[54, 1, 12, 55, 14, 3]
[14, 9, 3, 8, 25, 57]
[2, 4, 35, 7, 10, 11]
[30, 36, 34, 21, 13, 3]
[54, 55, 8, 41, 4, 56]
[3, 49, 29, 18, 13, 46]
[48, 28, 58, 40, 6, 24]
[12, 51, 1, 49, 46, 8]
[33, 39, 43, 45, 34, 29]
[29, 6, 5, 46, 48, 32]
[30, 3, 17, 58, 53, 45]
[29, 55, 28, 20, 58, 12]
[19, 28, 50, 51, 9, 34]
[35, 30, 20, 57, 39, 26]
[55, 49, 31, 16, 57, 36]
[42, 47, 26, 17, 48, 34]
[15, 19, 10, 45, 7, 30]
[16, 30, 49, 48, 10, 58]
[6, 14, 11, 58, 32, 37]
[21, 49, 13, 4, 16, 26]
[35, 49, 23, 32, 46, 16]
[52, 49, 23, 37, 48, 5]
[34, 53, 42, 15, 36, 43]
[5, 4, 33, 53, 23, 18]
[12, 38, 2, 37, 56, 50]
[3, 35, 22, 8, 55, 42]
[46, 50, 21, 4, 10, 25]
[53, 30, 39, 15, 9, 50]
[54, 25, 23, 36, 56, 35]
[17, 26, 29, 21, 3, 18]
[34, 14, 12, 25, 39, 36]
[30, 43, 28, 50, 45, 34]
[4, 23, 12, 45, 39, 18]
[50, 25, 11, 38, 27, 26]
[52, 21, 6, 56, 25, 35]
[3, 35, 27, 4, 34, 17]
[57, 21, 43, 55, 27, 40]
[29, 14, 36, 10, 40, 39]
[21, 1, 41, 52, 50, 22]
[26, 9, 52, 50, 30, 23]
[10, 29, 39, 35, 16, 28]
[31, 40, 16, 54, 49, 58]
[31, 8, 1, 38, 56, 55]
[21, 19, 8, 23, 4, 37]
[22, 43, 12, 9, 25, 26]
[17, 30, 18, 7, 58, 33]
[17, 24, 9, 36, 58, 53]
[2, 34, 26, 22, 58, 30]
[43, 26, 50, 44, 23, 3]
[28, 6, 47, 41, 30, 34]
[48, 37, 5, 53, 34, 50]
[14, 43, 9, 10, 49, 33]
[18, 23, 28, 56, 22, 38]
[19, 34, 47, 11, 30, 45]
[33, 53, 24, 18, 42, 35]
[45, 24, 33, 34, 27, 20]
[10, 27, 3, 50, 53, 20]
[23, 46, 13, 57, 50, 26]
[48, 21, 11, 44, 52, 39]
[32, 43, 39, 42, 17, 56]
[33, 5, 10, 20, 7, 56]
[35, 44, 51, 40, 14, 50]
[53, 1, 48, 50, 22, 6]
[45, 37, 1, 34, 7, 30]
[7, 54, 11, 21, 29, 19]
[39, 37, 16, 55, 58, 12]
[17, 38, 35, 31, 50, 57]
[27, 9, 18, 52, 43, 31]
[23, 48, 50, 37, 52, 21]
[50, 19, 37, 58, 41, 10]
[23, 42, 35, 46, 32, 29]
[39, 4, 15, 52, 19, 5]
[43, 35, 25, 44, 8, 3]
[28, 45, 24, 14, 18, 41]
[22, 38, 13, 57, 4, 17]
[32, 43, 44, 30, 29, 41]
[51, 20, 2, 19, 57, 10]
[16, 17, 29, 38, 7, 30]
[56, 13, 8, 3, 26, 21]
[43, 31, 28, 58, 36, 14]
[9, 10, 15, 42, 19, 20]
[38, 57, 14, 49, 25, 15]
[24, 7, 16, 18, 20, 3]
[14, 32, 49, 12, 26, 10]
[48, 22, 14, 7, 15, 57]
[25, 12, 14, 53, 2, 50]
[34, 23, 17, 6, 28, 5]
[36, 2, 55, 50, 18, 43]
[27, 23, 25, 44, 2, 1]
[5, 13, 58, 32, 49, 18]
[25, 27, 31, 56, 58, 28]
[14, 12, 41, 44, 7, 8]
[19, 36, 54, 40, 2, 20]
[57, 49, 23, 12, 15, 55]
[35, 11, 50, 52, 40, 44]
[52, 54, 16, 57, 1, 3]
[52, 35, 50, 20, 23, 7]
[47, 48, 21, 40, 37, 14]
[36, 25, 20, 17, 13, 53]
[28, 41, 54, 2, 43, 8]
[58, 6, 14, 20, 37, 51]
[23, 42, 18, 17, 27, 35]
[19, 36, 57, 25, 44, 23]
[52, 25, 14, 47, 44, 12]
[4, 57, 55, 26, 50, 13]
[17, 4, 36, 16, 55, 38]
[38, 14, 57, 25, 17, 41]
[55, 21, 10, 33, 22, 50]
[4, 8, 20, 19, 12, 5]
[6, 19, 20, 55, 32, 17]
[51, 6, 55, 50, 38, 37]
[36, 22, 20, 3, 17, 15]
[15, 47, 34, 18, 42, 50]
[49, 24, 56, 22, 19, 12]
[25, 19, 34, 47, 9, 46]
[20, 14, 56, 34, 1, 15]
[5, 1, 12, 34, 52, 23]
[6, 29, 44, 36, 31, 56]
[35, 58, 57, 42, 26, 14]
[46, 45, 10, 4, 6, 25]
[47, 16, 3, 42, 18, 8]
[37, 6, 43, 2, 33, 47]
[51, 8, 11, 10, 25, 55]
[15, 6, 2, 26, 11, 55]
[43, 58, 4, 54, 8, 35]
[20, 27, 25, 57, 16, 29]
[29, 28, 48, 5, 54, 41]
[15, 23, 53, 9, 56, 16]
[40, 30, 48, 25, 57, 10]
[31, 42, 27, 5, 52, 45]
[9, 13, 50, 47, 12, 31]
[49, 10, 52, 9, 35, 5]
[15, 17, 47, 27, 30, 55]
[49, 5, 44, 13, 33, 1]
[30, 20, 27, 6, 26, 12]
[48, 23, 11, 14, 10, 28]
[12, 41, 22, 36, 53, 14]
[22, 32, 25, 30, 42, 40]
[9, 54, 38, 12, 52, 46]
[54, 13, 39, 49, 26, 35]
[24, 6, 9, 45, 4, 15]
[30, 54, 1, 14, 10, 12]
[30, 58, 46, 28, 13, 36]
[19, 45, 9, 21, 6, 34]
[17, 20, 23, 52, 34, 27]
[31, 26, 27, 13, 30, 34]
[19, 33, 40, 5, 54, 39]
[6, 53, 34, 48, 3, 7]
[28, 42, 46, 29, 11, 44]
[24, 36, 51, 49, 52, 40]
[52, 36, 24, 58, 25, 40]
[43, 12, 2, 49, 40, 32]
[14, 37, 44, 4, 39, 5]
[19, 46, 17, 48, 43, 27]
[4, 42, 18, 53, 2, 34]
[58, 33, 13, 49, 22, 8]
[29, 52, 21, 20, 48, 23]
[26, 42, 44, 2, 36, 30]
[36, 45, 46, 18, 15, 37]
[44, 17, 4, 52, 23, 38]
[22, 1, 27, 21, 43, 11]
[35, 30, 50, 57, 26, 48]
[6, 27, 41, 31, 12, 49]
[5, 44, 7, 30, 33, 18]
[56, 28, 32, 8, 13, 26]
[51, 3, 4, 36, 38, 27]
[33, 7, 18, 43, 6, 14]
[25, 45, 16, 18, 47, 5]
[9, 7, 55, 3, 6, 52]
[52, 36, 51, 23, 45, 40]
[51, 17, 12, 54, 31, 23]
[14, 23, 38, 57, 5, 47]
[33, 20, 37, 30, 7, 48]
[53, 21, 10, 7, 57, 5]
[18, 32, 50, 16, 41, 54]
[24, 58, 56, 42, 22, 49]
[54, 13, 31, 2, 32, 40]
[26, 17, 2, 57, 35, 48]
[8, 16, 24, 11, 1, 32]
[38, 35, 29, 37, 24, 30]
[26, 55, 13, 2, 33, 10]
[51, 35, 53, 16, 31, 21]
[31, 18, 15, 7, 9, 41]
[5, 27, 22, 6, 58, 51]
[31, 5, 19, 55, 47, 8]
[49, 34, 35, 13, 27, 3]
[20, 28, 6, 47, 13, 57]
[2, 8, 4, 52, 57, 34]
[13, 20, 30, 22, 10, 48]
[36, 13, 23, 24, 55, 11]
[6, 28, 12, 14, 2, 1]
[15, 27, 56, 42, 6, 33]
[22, 39, 4, 42, 24, 58]
[48, 6, 20, 50, 18, 43]
[29, 26, 23, 47, 1, 20]
[12, 18, 37, 27, 41, 56]
[8, 42, 28, 35, 19, 37]
[25, 50, 16, 46, 39, 1]
[43, 29, 17, 57, 53, 5]
[48, 4, 25, 52, 44, 28]
[5, 44, 39, 20, 15, 41]
[15, 16, 55, 49, 42, 41]
[36, 4, 2, 28, 27, 13]
[50, 44, 53, 7, 34, 43]
[6, 55, 7, 53, 24, 56]
[19, 14, 12, 20, 29, 46]
[8, 38, 4, 55, 44, 34]
[3, 9, 20, 11, 41, 10]
[24, 13, 20, 32, 22, 51]
[21, 1, 55, 52, 57, 38]
[40, 34, 21, 56, 4, 1]
[55, 1, 20, 38, 54, 14]
[52, 46, 51, 5, 16, 6]
[50, 48, 14, 30, 42, 34]
[53, 26, 1, 21, 14, 35]
[36, 12, 48, 30, 49, 58]
[12, 18, 26, 29, 32, 1]
[54, 1, 40, 4, 32, 2]
[48, 16, 18, 3, 44, 7]
[57, 19, 40, 13, 49, 53]
[7, 31, 28, 38, 44, 30]
[1, 17, 33, 13, 57, 11]
[41, 10, 28, 20, 32, 57]
[47, 28, 10, 26, 8, 27]
[32, 20, 26, 54, 55, 39]
[18, 40, 56, 19, 16, 35]
[58, 51, 25, 32, 33, 43]
[11, 53, 46, 34, 49, 17]
[27, 55, 10, 9, 15, 37]
[48, 33, 49, 51, 53, 41]
[54, 51, 34, 56, 8, 28]
[30, 22, 5, 14, 10, 58]
[33, 25, 37, 44, 11, 13]
[11, 4, 50, 14, 51, 36]
[20, 5, 17, 41, 15, 39]
[53, 17, 38, 37, 45, 36]
[9, 36, 2, 32, 28, 8]
[36, 44, 58, 5, 12, 26]
[57, 54, 42, 33, 46, 24]
[38, 33, 11, 2, 23, 32]
[44, 20, 19, 27, 46, 29]
[28, 20, 17, 47, 41, 31]
[33, 3, 55, 41, 44, 27]
[23, 39, 29, 4, 19, 22]
[28, 25, 27, 22, 26, 8]
[9, 20, 2, 33, 37, 44]
[1, 44, 16, 41, 20, 39]
[46, 27, 17, 39, 40, 47]
[52, 34, 2, 3, 50, 57]
[36, 13, 57, 44, 51, 56]
[7, 36, 11, 23, 9, 30]
[53, 51, 42, 35, 48, 57]
[49, 14, 38, 42, 5, 44]
[19, 42, 41, 26, 34, 37]
[2, 15, 56, 40, 18, 41]
[10, 43, 30, 8, 45, 21]
[50, 29, 41, 33, 4, 49]
[4, 52, 33, 10, 23, 2]
[51, 16, 26, 58, 21, 45]
[52, 49, 8, 1, 6, 32]
[57, 10, 25, 44, 17, 55]
[3, 46, 13, 58, 20, 17]
[10, 32, 43, 22, 24, 14]
[23, 52, 12, 6, 54, 29]
[53, 47, 35, 23, 13, 51]
[5, 54, 22, 56, 33, 34]
[51, 6, 21, 45, 32, 5]
[51, 58, 3, 4, 37, 41]
[23, 4, 50, 55, 34, 36]
[23, 39, 36, 53, 1, 56]
[11, 36, 19, 4, 30, 27]
[27, 39, 30, 38, 29, 10]
[58, 1, 33, 34, 41, 12]
[37, 6, 48, 23, 10, 46]
[25, 19, 22, 26, 14, 49]
[42, 35, 54, 21, 50, 47]
[56, 52, 12, 37, 54, 13]
[49, 4, 7, 19, 55, 46]
[10, 9, 26, 14, 13, 29]
[10, 16, 38, 37, 13, 11]
[50, 37, 55, 41, 26, 33]
[2, 30, 4, 7, 25, 41]
[43, 28, 13, 31, 41, 19]
[44, 54, 16, 45, 27, 23]
[38, 21, 29, 5, 51, 39]
[26, 3, 29, 9, 58, 52]
[5, 8, 50, 55, 7, 25]
[2, 46, 56, 15, 41, 30]
[11, 47, 22, 58, 57, 52]
[9, 45, 10, 53, 42, 44]
[3, 27, 38, 26, 45, 6]
[37, 20, 32, 49, 5, 52]
[8, 18, 49, 1, 15, 31]
[56, 36, 16, 20, 43, 14]
[40, 57, 26, 48, 14, 34]
[7, 41, 31, 42, 44, 3]
[3, 15, 28, 18, 9, 2]
[16, 49, 21, 4, 41, 46]
[16, 35, 12, 2, 4, 55]
[32, 2, 15, 16, 18, 11]
[24, 26, 2, 14, 7, 49]
[6, 20, 30, 17, 16, 8]
[35, 18, 41, 49, 47, 58]
[36, 12, 20, 44, 6, 16]
[16, 54, 24, 14, 41, 1]
[5, 34, 35, 33, 9, 17]
[16, 9, 39, 18, 44, 24]
[12, 5, 26, 30, 50, 39]
[27, 13, 33, 7, 35, 12]
[41, 12, 25, 19, 29, 20]
[50, 40, 29, 42, 36, 6]
[54, 46, 53, 43, 3, 27]
[48, 53, 57, 30, 39, 6]
[48, 44, 5, 37, 21, 8]
[55, 45, 56, 24, 20, 51]
[55, 58, 8, 22, 26, 37]
[13, 16, 21, 55, 2, 36]
[30, 4, 2, 11, 36, 13]
[38, 53, 55, 58, 14, 26]
[7, 40, 11, 55, 42, 29]
[51, 3, 40, 1, 50, 14]
[41, 32, 51, 10, 48, 57]
[40, 39, 17, 7, 45, 46]
[52, 46, 4, 18, 48, 5]
[3, 2, 4, 41, 39, 38]
[16, 48, 11, 24, 4, 53]
[31, 8, 5, 44, 45, 24]
[49, 54, 2, 43, 16, 7]
[44, 45, 35, 25, 53, 13]
[56, 8, 1, 15, 9, 2]
[45, 7, 46, 58, 57, 4]
[32, 29, 10, 14, 16, 35]
[1, 17, 13, 48, 49, 7]
[18, 27, 30, 6, 31, 21]
[44, 27, 46, 17, 56, 35]
[3, 4, 12, 7, 56, 20]
[57, 7, 44, 16, 9, 24]
[56, 20, 9, 27, 51, 29]
[6, 2, 21, 58, 37, 35]
[17, 51, 55, 30, 50, 36]
[40, 41, 46, 49, 14, 16]
[22, 49, 33, 55, 9, 2]
[18, 13, 5, 55, 4, 44]
[53, 51, 42, 4, 28, 45]
[34, 45, 43, 53, 46, 23]
[56, 53, 10, 20, 42, 49]
[8, 25, 17, 5, 28, 15]
[53, 47, 48, 58, 14, 40]
[46, 2, 22, 20, 26, 5]
[11, 24, 43, 36, 5, 23]
[45, 48, 31, 43, 54, 8]
[39, 2, 33, 42, 17, 16]
[44, 48, 57, 32, 47, 25]
[45, 4, 51, 36, 43, 39]
[57, 12, 15, 10, 4, 41]
[39, 58, 10, 2, 51, 4]
[36, 45, 9, 33, 40, 10]
[35, 29, 13, 6, 48, 17]
[39, 21, 12, 24, 58, 56]
[58, 34, 17, 23, 27, 26]
[51, 55, 38, 4, 44, 30]
[50, 9, 52, 12, 54, 18]
[46, 21, 1, 13, 3, 43]
[44, 14, 13, 24, 4, 52]
[46, 29, 22, 31, 10, 26]
[17, 58, 23, 14, 39, 9]
[42, 28, 11, 31, 53, 1]
[4, 57, 35, 21, 23, 34]
[12, 25, 14, 5, 23, 32]
[17, 24, 38, 22, 4, 55]
[1, 44, 6, 14, 54, 3]
[18, 47, 55, 35, 1, 45]
[29, 46, 40, 42, 43, 33]
[23, 45, 53, 24, 56, 17]
[36, 24, 27, 37, 55, 40]
[27, 16, 3, 43, 23, 36]
[28, 20, 6, 58, 11, 18]
[36, 50, 11, 45, 58, 24]
[46, 49, 30, 15, 31, 45]
[29, 44, 35, 5, 56, 6]
[37, 56, 45, 10, 17, 43]
[36, 48, 54, 2, 37, 55]
[30, 5, 23, 32, 41, 39]
[44, 51, 46, 13, 55, 58]
[46, 16, 57, 9, 11, 22]
[27, 13, 34, 51, 22, 56]
[42, 35, 8, 24, 45, 57]
[48, 16, 55, 2, 58, 43]
[52, 58, 55, 19, 14, 1]
[26, 31, 15, 32, 4, 55]
[52, 20, 40, 14, 31, 47]
[52, 50, 48, 53, 11, 14]
[13, 29, 34, 40, 27, 21]
[37, 44, 8, 31, 34, 41]
[26, 9, 28, 34, 2, 57]
[11, 17, 44, 18, 51, 56]
[43, 36, 1, 7, 12, 2]
[35, 25, 51, 52, 13, 43]
[16, 10, 38, 17, 45, 56]
[32, 46, 54, 27, 43, 12]
[3, 21, 17, 39, 26, 47]
[40, 48, 1, 25, 51, 12]
[13, 39, 53, 6, 9, 35]
[26, 35, 11, 3, 20, 21]
[12, 39, 29, 53, 32, 20]
[22, 52, 45, 53, 43, 36]
[50, 24, 23, 8, 56, 47]
[24, 9, 45, 32, 51, 41]
[8, 13, 16, 47, 12, 54]
[41, 1, 48, 51, 14, 42]
[15, 23, 57, 4, 49, 48]
[50, 3, 31, 17, 35, 57]
[9, 20, 39, 7, 6, 8]
[6, 56, 28, 2, 44, 55]
[15, 38, 58, 48, 54, 30]
[47, 52, 32, 25, 13, 46]
[35, 11, 52, 38, 50, 16]
[44, 21, 15, 1, 8, 45]
[3, 7, 19, 26, 13, 1]
[19, 16, 57, 5, 56, 33]
[29, 21, 37, 40, 14, 1]
[18, 10, 3, 30, 14, 37]
[48, 24, 11, 2, 31, 42]
[32, 21, 30, 49, 18, 20]
[14, 16, 52, 1, 27, 35]
[42, 22, 55, 47, 44, 2]
[45, 46, 37, 3, 14, 42]
[2, 42, 11, 51, 48, 55]
[21, 8, 10, 35, 1, 49]
[2, 10, 11, 55, 54, 28]
[1, 54, 23, 19, 42, 35]
[29, 34, 57, 44, 24, 3]
[28, 10, 18, 45, 52, 3]
